ID	DOC	DON	L.Asx	D.Asx	L.Glx	D.Glx	L.Ser	D.Ser	Thr	Gly	Arg	b.Ala	His	L.Ala	g.Aba	D.Ala	Tyr	Val	Phe	Ile	Leu	Lys
400149	89.0872305527571	5.38304120838174	21.787086320343	15.2307498147797	19.3057551145709	4.96560194730739	16.0004792661995	3.50382929959619	10.2530535286009	64.5119213821746	16.9515448487362	6.31420218761836	5.43866838020877	26.0305574214644	2.93134989634287	9.06058927740785	7.44560400606796	2.6051664624653	4.874316862469	3.73886295205172	9.57525630332491	8.11401179021012
400145	124.056050022064	3.13354988259729	12.2980821120783	11.4003662515074	11.2716723828747	2.40770056641884	8.77907529258061	3.28224378757132	5.31412932635259	64.6744897251367	9.47420352806927	5.31448884816502	4.41313282836388	17.5316402551302	3.10538597565892	8.32071598640835	6.09432389428192	1.89604497518188	3.27194753730482	1.93726147659507	5.97686026398998	5.37140370119956
400143	73.2680026975947	2.96274042071667	13.3424370531852	13.3252256380927	10.619497619821	3.77550283978514	8.06438748864821	3.52660323678428	5.51054596578421	63.632397575404	8.77131813332507	5.17809927630975	3.78610502214999	18.9420377379098	2.11837304426746	7.74933690666387	5.93059634749105	3.46143333146719	3.4462840397649	2.63021478099062	6.05649851060738	4.21106818351883
400140	73.2680026975947	3.02909336311389	10.1181983546807	7.96224994099413	7.50449384435766	1.43777205663674	6.50267339612402	2.60572978808834	4.83067307016408	49.3221727226607	2.45872338937572	5.01138534100285	3.92027562731369	14.0805051905659	1.83182819546268	7.55577683116962	5.20858701354705	1.5457650670673	3.16293866442542	1.83849241752733	4.82194830483302	3.83610425778779
400136	61.6117295411591	2.91814536494936	15.3137014146252	15.8033559514827	12.0642586135911	4.25676161940486	9.40847768656583	4.39042578162577	6.84874979781789	59.7476787367855	14.7512948200251	5.27345967372275	3.62766308467896	23.425421626269	2.40422287688647	8.6792682793335	6.82651610142384	4.62401641978245	4.76682135397151	6.32771200200805	8.87407035158382	8.57750714104295
400133	104.90645840792	3.5442518102933	11.420052260943	9.06758682404444	9.95340076768595	2.020522575764	9.92110393960702	2.66954263627287	5.93088377190565	53.2464207211341	6.74266760919673	4.68545485812953	3.65682953159122	14.3115928327327	3.12186227352838	7.92039660368821	6.02111515571051	1.84146122148765	3.25590905366049	2.00432248540541	4.42950716092886	2.72074935007618
400244	63.2769114206499	3.4446120484279	14.9854414794071	10.3830722719854	16.5810064791415	2.38340536877283	12.062524814962	2.56063292497431	6.60313689325876	55.7195510969713	6.32095959047818	8.04754712119288	4.70690188901752	17.7724796299735	1.97652860754516	7.31235462109719	5.57685265641746	2.10883014122738	3.22574227890733	2.34649872250047	5.42583560803065	5.86386963776205
400241	168.18336982857	4.31103778738933	24.3910349871234	11.4948933340534	23.8497754191853	4.69240740613017	21.9657881573358	3.5857033815002	10.1660737881269	69.7562052397435	19.4747924449088	6.16026597184666	3.94474295139283	24.3852406344874	2.60697828832797	8.46133932348475	7.27527403060513	4.37929388550188	4.26011030565625	5.38039616870171	8.35661730501938	8.23004400872899
400239	66.6072751796315	4.46715609680242	19.01182774462	8.94916730649259	14.1511389626661	1.91751891042524	18.289501432671	2.29210775668473	8.8724743861722	60.0691310846396	6.80301386231106	6.16284626775765	4.21058600030995	21.3601116712157	2.38325787894727	7.92727782640918	5.03284431059632	3.38064472396913	4.03734763537119	4.2471197155577	5.43731806775748	5.18922623120318
400235	64.9420933001407	3.55402936895364	25.4568808408081	11.0549560163561	24.7759432075226	3.06615360679628	18.4811595787994	2.64596660528828	12.3377080769527	67.817146475768	19.6263734131841	7.85711576975418	4.34053544557736	28.2095339824296	2.17619033811729	9.67858633492413	7.28466391648907	4.68532724319604	4.89095349851634	4.9979182071019	7.52442338503597	8.11445314167089
400232	70.7702298783585	4.10229853722985	14.8808384950154	13.2071227762353	11.8417460890835	3.0119398290074	10.8583032898445	4.0947779649615	6.69171082961418	60.0249780559117	8.3088439259585	6.41058166695748	3.90040518673385	21.0847029155872	2.18144239239796	8.48954988344274	5.70542208334905	3.43283177397819	3.63282901484272	2.61788169770719	5.04256946198591	3.58495458825945
400229	63.2769114206499	2.58900685992126	39.2006686671141	35.9822383681028	27.5516966843594	5.68830697304016	21.9161412157024	6.52607066507254	21.719774646434	104.017666752104	42.1954645079246	6.06274652202383	4.62962862321541	61.5615880004033	3.3787223770791	16.2891684661997	12.2104306892583	14.778400943699	15.7002700410118	17.6789650034975	19.4382058546221	16.7030973993392
400365	96.5805490104657	5.94701604977052	26.2699324960398	26.9573697633519	25.2980406221294	9.78712570152276	15.5101532892267	6.8511827238801	9.22579984131441	85.8232641517803	34.908977869552	8.09828758071303	4.43999774017194	33.2200261862991	2.86784540121964	11.4387163631553	10.6830045542589	6.82768893730373	6.80933690140794	8.91571643844146	11.631501223532	10.564841968764
400362	70.7702298783585	4.1708259761616	20.3031019524895	13.2156177117196	15.7676373578119	3.98488569147353	13.4074845648362	3.57601007656296	9.98248853178773	67.7672873960905	10.457147986848	6.90656875425632	4.03579671514457	26.4321044415379	1.98041611769074	8.1446892874635	5.99562108702422	4.23888621999475	4.45270329101553	2.79563716972743	6.11395901436212	5.75808596795516
400360	67.4398661193769	4.29155770967941	28.0612351089162	26.3237469373765	29.2740621256564	8.21452406387125	21.3481940860275	6.08135640546945	10.4962293449422	98.0718239302716	36.8530734838257	6.39533075705044	5.0032079763053	35.7842865343449	2.49090855363558	12.2728784303245	12.6502464257546	8.17047725089363	8.73774562511405	13.7045138939072	12.7669069154962	11.4004398166905
400355	69.1050479988677	1.4604476155018	28.411232999658	12.6925957104654	26.0472271528765	5.0164184433272	19.0316197226897	2.29479875919274	12.3762304603686	72.5365572691267	17.977640782979	7.04866420860072	4.44016652628704	28.1030001781531	2.05138367925508	8.06167017800572	6.56666642450176	5.12264665471706	6.21920702349363	8.19403469845187	9.15017521169453	8.9469311864591
400352	66.6072751796315	3.40498326609853	22.7772449467747	10.5489411965645	19.1475926822118	3.04374487622967	17.9219200115049	2.12656539230655	9.02037788890585	69.8814284630418	15.6345124080596	6.25662247948838	4.03184118715592	22.2867091365555	2.31851979012096	7.7975028617013	5.41039105408737	0	5.33261263745164	4.02305530269297	7.24895144513032	7.79366878567832
400349	67.4398661193769	3.8730464476855	17.0176149803152	11.6270889312584	12.7823519903398	3.43970670626715	11.1016136095696	2.40189842568179	8.28466303167706	59.0080810725275	7.79931626133349	6.49833699679841	3.89352635937584	21.40052688435	2.71154045367314	8.92143609258543	5.27190003678154	3.44316265420856	3.50642992044717	2.90257580729154	5.81206519643528	4.31792305010029
400468	61.6117295411591	3.21180670846589	14.0481476554483	12.6432844117689	11.0404715095837	3.33880299544089	10.5227520058671	3.10801220293066	6.48343791783233	60.7467836630275	8.88572921723453	6.60803431770796	3.94463476330026	19.6661344179777	2.33207842371022	8.24615042166533	5.71320507436208	2.77679710038324	3.44832578702677	1.88194486828132	5.18962374231886	4.71023116875741
400464	68.2724570591223	3.18689015343107	14.7096635258061	14.7431944353836	11.6210881026603	4.44874597980737	9.48751754875405	3.38841666067875	6.20459962973635	60.7823185872176	9.66305543802998	5.5532836627349	4.43892299775674	20.0769863440868	2.43514250872516	7.61195830026062	6.34865393026401	3.31931033776112	4.40179168653395	2.73095193900002	5.65882450543597	4.90120164712743
