ID	Station	Watermass	Year	Lat	Lon	Depth	Bloom	Salinity	BP	BPf	TR	BR	BGE	BGEf	Chla	BA	Picocyano_permL	Nanocyano_permL	Cyano	NO3	NO2	PO4	SiO2	NH4	DOC	TDN_uMN	DON	THAA	Percent.DAA	Percent.TOC.AA	Percent.TON.AA	C.AA.yields	N.AA.yields	DI	RI	a440	S275_295	S350_400	S350_500	Sr	Peak_AC	Peak_B	Peak_D	Peak_M	Peak_T	FI	BIX	HIX	L.Asx	D.Asx	L.Glx	D.Glx	L.Ser	D.Ser	Thr	Gly	Arg	b.Ala	His	L.Ala	g.Aba	D.Ala	Tyr	Val	Phe	Ile	Leu	Lys
400149	L3_17	CLB	2014	57.7957	308.6653	2	0	34.833	0.00659089846231315	0.636987432095131	1.991	1.99077572135052	0.329942355433569	24.2406714341771	0.51	231044.2144873	91.4962325080732	5.38213132400431	96.8783638320775	14.565	0.03	1.009	7.44	0.0123919414679589	89.0872305527571	19.9904331498497	5.38304120838174	258.63860706194	12.666620312893	1.14576885839361	6.10221206686285	2.9032062784439	48.0469305487694	1.17988770200408	1.33252408905997	0.0368470010278226	0.0125297658266809	0.0215036923557523	0.0181822550614987	1.06310580679036	0.0465271772428638	0.125177471806262	0.0150619221512039	0.0935457552183739	0.058397640339494	1.40029463539778	1.7362318270346	0.469628063842159	21.787086320343	15.2307498147797	19.3057551145709	4.96560194730739	16.0004792661995	3.50382929959619	10.2530535286009	64.5119213821746	16.9515448487362	6.31420218761836	5.43866838020877	26.0305574214644	2.93134989634287	9.06058927740785	7.44560400606796	2.6051664624653	4.874316862469	3.73886295205172	9.57525630332491	8.11401179021012
400145	L3_17	CLB	2014	57.7957	308.6653	10	0	34.833	0.00177162207684993	0.155466180501335	0.8427	0.852483155389179	0.209790599297214	15.4240074342608	0.48	223523.206751055	28.4575981787137	0	28.4575981787137	14.625	0.03	1.007	7.435	0.0600511440542156	124.056050022064	17.8486010266515	3.13354988259729	192.135168714869	13.2255988124778	0.57451130349402	7.49167740812392	1.54877709482826	61.3154970843875	0.179133114113103	1.11240031800532	0.0630914597009272	0.0144632210018372	0.016180965552377	0.0150090782927926	1.66822809938388	0.0338819565442792	0.116157350478135	0.0151655596700195	0.034208760089132	0.0519737252928896	1.20906183218434	1.25731135551355	0.560042084508331	12.2980821120783	11.4003662515074	11.2716723828747	2.40770056641884	8.77907529258061	3.28224378757132	5.31412932635259	64.6744897251367	9.47420352806927	5.31448884816502	4.41313282836388	17.5316402551302	3.10538597565892	8.32071598640835	6.09432389428192	1.89604497518188	3.27194753730482	1.93726147659507	5.97686026398998	5.37140370119956
400143	L3_17	CLB	2014	57.7957	308.6653	20	0	34.833	0.00450138452086717	0.1381919506332	0.73707	0.687621652604457	0.607006232282754	16.7340366023773	0.47	223847.695390781	241.460541813899	0	241.460541813899	14.78	0.03	1.0035	7.435	0.0758606059348318	73.2680026975947	17.8486010266515	2.96274042071667	194.077962731971	14.6212729265482	0.984383099772004	7.83650142665552	2.64887748512313	65.5062324584158	0.242058357119293	1.28512519136291	0.030921411554871	0.0152105942802403	0.0222633493268519	0.0183741023626032	1.44729348624178	0.0341747875301906	0.0999694716940777	0.0152246777498432	0.0287562341909499	0.0414781189840988	1.35150630723628	1.02947226307997	0.665402521361453	13.3424370531852	13.3252256380927	10.619497619821	3.77550283978514	8.06438748864821	3.52660323678428	5.51054596578421	63.632397575404	8.77131813332507	5.17809927630975	3.78610502214999	18.9420377379098	2.11837304426746	7.74933690666387	5.93059634749105	3.46143333146719	3.4462840397649	2.63021478099062	6.05649851060738	4.21106818351883
400140	L3_17	CLB	2014	57.7957	308.6653	30	0	34.834	0.00833573189888813	0.0432073978994644	0.123	0.123387740228273	6.3468880695054	25.9355695400516	0.49	197653.846153846	245.202558635394	0	245.202558635394	14.695	0.03	1.016	7.44	0.0945076635376099	73.2680026975947	17.8486010266515	3.02909336311389	145.556293473785	13.4391500017221	0.728723979880601	5.43427023957092	1.98662837950931	48.0527590373202	-0.0203499377767781	1.22333252255874	0.0407073630698771	0.0150706970773166	0.0185806521947564	0.0160790335609579	1.62790067434127	0.0284047450253401	0.117718044389644	0.0135253819679872	0.0265501719437993	0.0348891374882809	1.53236168523973	1.20859885002936	0.516494535552966	10.1181983546807	7.96224994099413	7.50449384435766	1.43777205663674	6.50267339612402	2.60572978808834	4.83067307016408	49.3221727226607	2.45872338937572	5.01138534100285	3.92027562731369	14.0805051905659	1.83182819546268	7.55577683116962	5.20858701354705	1.5457650670673	3.16293866442542	1.83849241752733	4.82194830483302	3.83610425778779
400136	L3_17	CLB	2014	57.7957	308.6653	40	0	34.834	0.001384079747539	0.189234027498563	1.04823	0.827571302068685	0.13186558509885	18.6106447316814	0.44	250331.753554502	286.268801552644	0	286.268801552644	14.83	0.03	1.02	7.475	0.0704556617021425	61.6117295411591	17.8486010266515	2.91814536494936	225.991383332627	14.6597676173717	1.45511471310963	9.80342187658987	3.66799284843818	77.4434975183723	1.45982940370193	1.51000479363078	0.0289613625910744	0.0158660285957328	0.0226798197896333	0.0169638623277653	1.54318378103355	0.0327783618224752	0.0724233606699818	0.0204440466049357	0.0358682460535789	0.123542899495665	1.78926314407098	1.48477281890248	0.632451065704509	15.3137014146252	15.8033559514827	12.0642586135911	4.25676161940486	9.40847768656583	4.39042578162577	6.84874979781789	59.7476787367855	14.7512948200251	5.27345967372275	3.62766308467896	23.425421626269	2.40422287688647	8.6792682793335	6.82651610142384	4.62401641978245	4.76682135397151	6.32771200200805	8.87407035158382	8.57750714104295
400133	L3_17	CLB	2014	57.7957	308.6653	60	0	34.835	0.00123227745264763	0.114446880893194	0.71433	1.09783321371546	0.172211069738675	9.44063021426905	0.44	230131.680867545	169.491525423729	0	169.491525423729	14.915	0.03	1.015	7.51	0.0732932574243044	104.90645840792	18.5625450677176	3.5442518102933	164.941381633493	13.1428804737062	0.584399913463729	5.50761636979574	1.57227099407536	46.5377152853857	0.264554800389385	1.18824739061176	0.0240251718477853	0.0160237973889929	0.0183832353431844	0.0176020992480878	1.57454246859031	0.0345127736709603	0.0699062452855676	0.0184077490253093	0.028510900288944	0.0328076548437476	1.80837995973834	1.28015070364521	1.0693355154499	11.420052260943	9.06758682404444	9.95340076768595	2.020522575764	9.92110393960702	2.66954263627287	5.93088377190565	53.2464207211341	6.74266760919673	4.68545485812953	3.65682953159122	14.3115928327327	3.12186227352838	7.92039660368821	6.02111515571051	1.84146122148765	3.25590905366049	2.00432248540541	4.42950716092886	2.72074935007618
400244	L3_20	CLB	2014	59.0698	310.0612	2	1	34.618	0.0298806723543116	0.237512719735451	1.418	0.118518019682692	2.06375241584822	66.7112958065406	4.24	849289.099526067	133.704735376045	0	133.704735376045	7.52	0.09	0.6205	6.02	0.368492608629104	63.2769114206499	11.423104657057	3.4446120484279	191.963171833623	11.793650297908	1.14271126286538	6.56688535221818	3.03370008942865	55.7285317355492	0.335310340921763	0.8781452947416	0.041806023780459	0.0155823564727539	0.0214353861143282	0.0164207553442519	1.71366501841819	0.0373516191067168	0.0319335570835243	0.0177732906979619	0.0219861382615859	0.0244503490780309	1.53072681456001	0.969024882277564	1.83076637176522	14.9854414794071	10.3830722719854	16.5810064791415	2.38340536877283	12.062524814962	2.56063292497431	6.60313689325876	55.7195510969713	6.32095959047818	8.04754712119288	4.70690188901752	17.7724796299735	1.97652860754516	7.31235462109719	5.57685265641746	2.10883014122738	3.22574227890733	2.34649872250047	5.42583560803065	5.86386963776205
400241	L3_20	CLB	2014	59.0698	310.0612	10	1	34.618	0.0683871871984952	0.10200078839577	2.29265	1.00401680209439	2.89648920268132	9.22234775222388	3.48	974092.17877095	168.539325842697	11.2359550561798	179.775280898877	7.415	0.11	0.631	6.06	0.301010910733671	168.18336982857	12.137048698123	4.31103778738933	272.81697703186	10.3491885850899	0.635359337608496	8.05747714217615	1.62214003296692	63.2833648210053	1.26205743641088	1.31573662076019	0.0187516495869934	0.0180016513568995	0.0224849817359147	0.0204676590244176	1.42097506490267	0.0312907331685344	0.0351297696903104	0.0148673597472636	0.0191651467819563	0.0181116957609644	1.54003163392945	1.01338970679328	1.62526440147992	24.3910349871234	11.4948933340534	23.8497754191853	4.69240740613017	21.9657881573358	3.5857033815002	10.1660737881269	69.7562052397435	19.4747924449088	6.16026597184666	3.94474295139283	24.3852406344874	2.60697828832797	8.46133932348475	7.27527403060513	4.37929388550188	4.26011030565625	5.38039616870171	8.35661730501938	8.23004400872899
400239	L3_20	CLB	2014	59.0698	310.0612	20	1	34.618	0.0501667751470786	0.0839379305068644	2.28121	1.53073571672346	2.15180899466212	5.19844555900472	3.99	881282.820705176	182.863113897597	5.22466039707419	188.087774294671	7.265	0.1	0.6395	6.015	0.304892601320576	66.6072751796315	12.137048698123	4.46715609680242	209.724461775777	10.0541785261824	1.16999611221789	5.45635514635865	3.14867199129549	46.9480934227084	0.353429218975739	1.06132476158328	0.0164784514033662	0.0170019317584387	0.025670652043484	0.0218523670562712	1.3064376475687	0.0308064009132017	0.0387604209081204	0.0149844645598133	0.0199357397088635	0.0193694935414689	1.30334265845263	0.959885516481837	1.43627783521463	19.01182774462	8.94916730649259	14.1511389626661	1.91751891042524	18.289501432671	2.29210775668473	8.8724743861722	60.0691310846396	6.80301386231106	6.16284626775765	4.21058600030995	21.3601116712157	2.38325787894727	7.92727782640918	5.03284431059632	3.38064472396913	4.03734763537119	4.2471197155577	5.43731806775748	5.18922623120318
400235	L3_20	CLB	2014	59.0698	310.0612	30	1	34.617	0.0988317915801762	0.00292317642680236	1.762	0.302320613520426	5.31116203126831	0.957653037694143	4.54	878060.836501901	141.372141372141	0	141.372141372141	7.245	0.105	0.643	6.01	0.519075288103358	64.9420933001407	11.423104657057	3.55402936895364	275.021989084288	9.61583568332776	1.66331906555914	9.86757837218835	4.23488026192541	77.3831503710031	1.21666817643422	1.21351997876883	0.0226607273452311	0.0165705934774741	0.0215012031426014	0.0195630850453288	1.50529459154241	0.0319290035538135	0.0544854468524456	0.0140773354874254	0.0209708859274742	0.0238820721020596	1.95904624217195	0.922513063699927	1.12778049504806	25.4568808408081	11.0549560163561	24.7759432075226	3.06615360679628	18.4811595787994	2.64596660528828	12.3377080769527	67.817146475768	19.6263734131841	7.85711576975418	4.34053544557736	28.2095339824296	2.17619033811729	9.67858633492413	7.28466391648907	4.68532724319604	4.89095349851634	4.9979182071019	7.52442338503597	8.11445314167089
